date,fii,dii,regime,net_flow
2023-11-13,-5361.65,6010.68,crisis,649.0300000000007
2023-11-14,-9750.34,4172.54,crisis,-5577.8
2023-11-15,-6320.27,5007.01,crisis,-1313.2600000000002
2023-11-16,-5573.61,2872.05,crisis,-2701.5599999999995
2023-11-17,-6638.11,2805.96,crisis,-3832.1499999999996
2023-11-20,-3847.99,4031.97,crisis,183.98000000000002
2023-11-21,-2197.62,3909.01,crisis,1711.3900000000003
2023-11-22,-7416.81,1729.43,crisis,-5687.38
2023-11-23,-9606.28,1623.8,crisis,-7982.4800000000005
2023-11-24,-5465.75,4763.09,crisis,-702.6599999999999
2023-11-27,-9162.38,5342.56,crisis,-3819.819999999999
2023-11-28,-6966.12,4220.19,crisis,-2745.9300000000003
2023-11-29,-2775.56,5345.26,crisis,2569.7000000000003
2023-11-30,-6537.06,2663.21,crisis,-3873.8500000000004
2023-12-01,-10303.63,2921.27,crisis,-7382.359999999999
2023-12-04,-6422.26,2519.23,crisis,-3903.03
2023-12-05,-6262.51,4115.28,crisis,-2147.2300000000005
2023-12-06,-6449.71,3025.0,crisis,-3424.71
2023-12-07,-5662.69,4662.91,crisis,-999.7799999999997
2023-12-08,-8180.8,6116.4,crisis,-2064.4000000000005
2023-12-11,-6197.18,4028.27,crisis,-2168.9100000000003
2023-12-12,-4583.57,4349.82,crisis,-233.75
2023-12-13,-4093.73,4430.69,crisis,336.9599999999996
2023-12-14,-7224.87,4542.26,crisis,-2682.6099999999997
2023-12-15,-8287.45,4162.84,crisis,-4124.610000000001
2023-12-18,-6066.46,3687.82,crisis,-2378.64
2023-12-19,-6257.08,1177.23,crisis,-5079.85
2023-12-20,-7097.45,4139.27,crisis,-2958.1799999999994
2023-12-21,-5680.29,2458.49,crisis,-3221.8
2023-12-22,-3468.58,2700.74,crisis,-767.8400000000001
2023-12-25,-4061.09,4640.79,crisis,579.6999999999998
2023-12-26,-7292.45,6662.97,crisis,-629.4799999999996
2023-12-27,-8387.27,5378.73,crisis,-3008.540000000001
2023-12-28,-3998.84,2994.07,crisis,-1004.77
2023-12-29,-3215.07,3624.93,crisis,409.8599999999997
2024-01-01,-5422.61,4390.48,crisis,-1032.13
2024-01-02,-6268.62,5216.21,crisis,-1052.4099999999999
2024-01-03,-4413.02,1377.2,crisis,-3035.8200000000006
2024-01-04,-3391.32,1506.26,crisis,-1885.0600000000002
2024-01-05,-3934.91,5690.06,crisis,1755.1500000000005
2024-01-08,-8181.93,3383.78,crisis,-4798.15
2024-01-09,-8211.41,3677.62,crisis,-4533.79
2024-01-10,-6616.07,5169.49,crisis,-1446.58
2024-01-11,-3379.38,6093.53,crisis,2714.1499999999996
2024-01-12,-7124.34,3686.17,crisis,-3438.17
2024-01-15,-9366.88,2791.19,crisis,-6575.689999999999
2024-01-16,-4070.3,6423.37,crisis,2353.0699999999997
2024-01-17,-8468.7,3111.3,crisis,-5357.400000000001
2024-01-18,-6052.81,4420.24,crisis,-1632.5700000000006
2024-01-19,-7619.21,4636.09,crisis,-2983.12
2024-01-22,-6947.68,3978.32,crisis,-2969.36
2024-01-23,-4907.43,4009.63,crisis,-897.8000000000002
2024-01-24,-6872.77,3835.59,crisis,-3037.1800000000003
2024-01-25,-6176.73,3444.98,crisis,-2731.7499999999995
2024-01-26,-6517.59,6397.97,crisis,-119.61999999999989
2024-01-29,-4878.16,3556.78,crisis,-1321.3799999999997
2024-01-30,-4606.09,3499.27,crisis,-1106.8200000000002
2024-01-31,-3653.75,4554.46,crisis,900.71
2024-02-01,-6214.6,4671.58,crisis,-1543.0200000000004
2024-02-02,-9141.75,2309.85,crisis,-6831.9
2024-02-05,-8387.85,4214.41,crisis,-4173.4400000000005
2024-02-06,-2534.97,7346.95,crisis,4811.98
2024-02-07,-4723.9,4751.27,crisis,27.3700000000008
2024-02-08,-9602.12,3185.99,crisis,-6416.130000000001
2024-02-09,-7575.57,3068.73,crisis,-4506.84
2024-02-12,-6336.29,3291.86,crisis,-3044.43
2024-02-13,-9958.6,5121.87,crisis,-4836.7300000000005
2024-02-14,-8145.49,4358.87,crisis,-3786.62
2024-02-15,-1851.83,2620.92,crisis,769.0900000000001
2024-02-16,-11060.58,3570.99,crisis,-7489.59
2024-02-19,-3798.08,6937.52,crisis,3139.4400000000005
2024-02-20,-8459.1,4745.05,crisis,-3714.05
2024-02-21,-6930.62,3841.08,crisis,-3089.54
2024-02-22,673.21,597.62,bear,1270.83
2024-02-23,-2195.51,2174.15,bear,-21.360000000000127
2024-02-26,-1197.06,1878.39,bear,681.3300000000002
2024-02-27,-2130.34,1486.68,bear,-643.6600000000001
2024-02-28,-2177.05,1525.45,bear,-651.6000000000001
2024-02-29,-1754.11,1504.31,bear,-249.79999999999995
2024-03-01,-2047.48,1776.59,bear,-270.8900000000001
2024-03-04,-1148.74,1758.89,bear,610.1500000000001
2024-03-05,-4627.64,2809.54,bear,-1818.1000000000004
2024-03-06,-3586.88,1276.99,bear,-2309.8900000000003
2024-03-07,-3214.79,2899.55,bear,-315.2399999999998
2024-03-08,-5062.81,4310.2,bear,-752.6100000000006
2024-03-11,-1232.73,1978.59,bear,745.8599999999999
2024-03-12,-2565.87,2028.44,bear,-537.4299999999998
2024-03-13,-1874.65,2316.17,bear,441.52
2024-03-14,-1833.27,1871.66,bear,38.3900000000001
2024-03-15,-2736.81,1678.98,bear,-1057.83
2024-03-18,-2733.89,2707.02,bear,-26.86999999999989
2024-03-19,-1787.73,-552.31,bear,-2340.04
2024-03-20,-1712.92,1955.79,bear,242.8699999999999
2024-03-21,-2522.45,1489.19,bear,-1033.2599999999998
2024-03-22,-1151.06,2558.02,bear,1406.96
2024-03-25,-3427.45,2125.64,bear,-1301.81
2024-03-26,-3665.99,696.31,bear,-2969.68
2024-03-27,-3252.06,2489.91,bear,-762.1500000000001
2024-03-28,-1356.25,2210.47,bear,854.2199999999998
2024-03-29,-1629.89,2212.94,bear,583.05
2024-04-01,-3269.78,2145.54,bear,-1124.2400000000002
2024-04-02,-1539.51,2403.43,bear,863.9199999999998
2024-04-03,-1073.3,2366.64,bear,1293.34
2024-04-04,-2078.26,2656.12,bear,577.8599999999997
2024-04-05,-2531.83,1094.5,bear,-1437.33
2024-04-08,-2695.68,1204.08,bear,-1491.6
2024-04-09,-3310.21,1684.39,bear,-1625.82
2024-04-10,-3450.9,1553.63,bear,-1897.27
2024-04-11,-4772.34,1970.63,bear,-2801.71
2024-04-12,-2498.55,1146.33,bear,-1352.2200000000003
2024-04-15,-1708.91,2550.06,bear,841.1499999999999
2024-04-16,-4429.07,1189.82,bear,-3239.25
2024-04-17,-3422.97,1048.08,bear,-2374.89
2024-04-18,-1504.63,1644.94,bear,140.30999999999995
2024-04-19,-2817.42,196.91,bear,-2620.51
2024-04-22,-1737.5,808.59,bear,-928.91
2024-04-23,-2428.08,2021.9,bear,-406.17999999999984
2024-04-24,-867.21,752.94,bear,-114.26999999999998
2024-04-25,-6123.41,1947.08,bear,-4176.33
2024-04-26,-339.39,2791.16,bear,2451.77
2024-04-29,-2248.41,1406.69,bear,-841.7199999999998
2024-04-30,-1531.45,1021.16,bear,-510.2900000000001
2024-05-01,-1928.37,2204.38,bear,276.0100000000002
2024-05-02,-1227.75,4007.73,bear,2779.98
2024-05-03,-2029.1,1392.83,bear,-636.27
2024-05-06,-2530.69,384.74,bear,-2145.95
2024-05-07,-2431.5,-1023.21,high_vol,-3454.71
2024-05-08,-1834.31,380.89,high_vol,-1453.42
2024-05-09,-2878.47,2802.58,high_vol,-75.88999999999987
2024-05-10,0.72,-23.25,high_vol,-22.53
2024-05-13,-1147.63,387.98,high_vol,-759.6500000000001
2024-05-14,2887.84,-2167.83,high_vol,720.0100000000002
2024-05-15,-2303.41,-759.32,high_vol,-3062.73
2024-05-16,-4710.55,-2048.14,high_vol,-6758.6900000000005
2024-05-17,-1666.77,2185.97,high_vol,519.1999999999998
2024-05-20,918.96,483.97,high_vol,1402.93
2024-05-21,2978.14,-343.43,high_vol,2634.71
2024-05-22,1366.63,-258.05,high_vol,1108.5800000000002
2024-05-23,928.77,-1456.9,high_vol,-528.1300000000001
2024-05-24,-8535.86,-335.7,high_vol,-8871.560000000001
2024-05-27,4979.62,2315.54,high_vol,7295.16
2024-05-28,3378.89,3090.33,high_vol,6469.219999999999
2024-05-29,310.3,493.29,high_vol,803.59
2024-05-30,-2161.78,-790.18,high_vol,-2951.96
2024-05-31,2155.2,3009.71,high_vol,5164.91
2024-06-03,-488.06,-1125.47,high_vol,-1613.53
2024-06-04,1.85,1503.02,high_vol,1504.87
2024-06-05,-5053.49,-5740.45,high_vol,-10793.939999999999
2024-06-06,-1926.88,-3051.78,high_vol,-4978.66
2024-06-07,-1778.49,-369.45,high_vol,-2147.94
2024-06-10,-1586.37,3631.17,high_vol,2044.8000000000002
2024-06-11,1143.61,751.19,high_vol,1894.8
2024-06-12,2177.73,-2847.08,high_vol,-669.3499999999999
2024-06-13,3636.89,-189.41,high_vol,3447.48
2024-06-14,2346.68,-2679.64,high_vol,-332.96000000000004
2024-06-17,-5438.16,2044.72,high_vol,-3393.4399999999996
2024-06-18,1317.43,-2255.13,high_vol,-937.7
2024-06-19,-3043.82,2813.59,high_vol,-230.23000000000002
2024-06-20,-4162.94,4106.68,high_vol,-56.25999999999931
2024-06-21,-3152.17,1595.98,high_vol,-1556.19
2024-06-24,-1150.16,1507.97,high_vol,357.80999999999995
2024-06-25,-1904.4,-406.98,high_vol,-2311.38
2024-06-26,143.22,-2505.47,high_vol,-2362.25
2024-06-27,2592.89,-1283.03,high_vol,1309.86
2024-06-28,-800.1,-2485.87,high_vol,-3285.97
2024-07-01,-8968.17,-477.57,high_vol,-9445.74
2024-07-02,8444.15,1961.51,high_vol,10405.66
2024-07-03,-67.41,-657.23,high_vol,-724.64
2024-07-04,78.63,1367.8,high_vol,1446.4299999999998
2024-07-05,-4132.84,2785.8,high_vol,-1347.04
2024-07-08,2503.83,1795.46,high_vol,4299.29
2024-07-09,1534.67,49.04,high_vol,1583.71
2024-07-10,2355.01,1479.54,high_vol,3834.55
2024-07-11,-1239.14,-1434.0,high_vol,-2673.1400000000003
2024-07-12,356.5,3872.55,high_vol,4229.05
2024-07-15,-4336.87,-3668.81,high_vol,-8005.68
2024-07-16,576.66,127.22,high_vol,703.88
2024-07-17,606.7,609.88,high_vol,1216.58
2024-07-18,-781.21,3724.66,high_vol,2943.45
2024-07-19,-5603.16,-2071.24,high_vol,-7674.4
2024-07-22,-361.39,-4107.97,high_vol,-4469.360000000001
2024-07-23,-615.49,4153.68,high_vol,3538.1900000000005
2024-07-24,73.1,576.75,high_vol,649.85
2024-07-25,-4410.58,-1540.9,high_vol,-5951.48
2024-07-26,-1313.19,-794.29,high_vol,-2107.48
2024-07-29,4485.75,1394.23,high_vol,5879.98
2024-07-30,-3890.1,616.26,high_vol,-3273.84
2024-07-31,1743.78,2850.37,high_vol,4594.15
2024-08-01,5531.89,-2537.74,high_vol,2994.1500000000005
2024-08-02,-2838.0,-3143.94,high_vol,-5981.9400000000005
2024-08-05,-819.07,1165.9,high_vol,346.83000000000004
2024-08-06,3455.67,-189.88,high_vol,3265.79
2024-08-07,-1119.47,379.39,high_vol,-740.08
2024-08-08,-2923.0,5223.85,high_vol,2300.8500000000004
2024-08-09,-5626.81,461.85,high_vol,-5164.96
2024-08-12,7082.62,17.0,high_vol,7099.62
2024-08-13,-665.14,-893.61,high_vol,-1558.75
2024-08-14,-631.37,3432.12,high_vol,2800.75
2024-08-15,-7741.52,3833.58,high_vol,-3907.9400000000005
2024-08-16,-4983.85,-666.63,high_vol,-5650.4800000000005
2024-08-19,-1502.36,1471.38,high_vol,-30.97999999999979
2024-08-20,-5593.44,1155.43,high_vol,-4438.009999999999
2024-08-21,7085.08,-3407.94,high_vol,3677.14
2024-08-22,663.97,-1654.96,high_vol,-990.99
2024-08-23,1490.61,47.87,high_vol,1538.4799999999998
2024-08-26,-2245.2,1219.68,high_vol,-1025.5199999999998
2024-08-27,6315.22,-477.26,high_vol,5837.96
2024-08-28,2519.15,-3233.18,high_vol,-714.0299999999997
2024-08-29,-3347.53,1181.02,high_vol,-2166.51
2024-08-30,5194.41,889.03,high_vol,6083.44
2024-09-02,-1095.7,-1.77,high_vol,-1097.47
2024-09-03,-4376.43,1511.29,high_vol,-2865.1400000000003
2024-09-04,3088.17,-1130.23,high_vol,1957.94
2024-09-05,-1645.15,664.7,high_vol,-980.45
2024-09-06,-1528.52,-165.33,high_vol,-1693.85
2024-09-09,7349.03,-617.56,high_vol,6731.469999999999
2024-09-10,-1254.19,-1618.85,high_vol,-2873.04
2024-09-11,2604.67,-453.06,high_vol,2151.61
2024-09-12,-2272.81,3303.26,high_vol,1030.4500000000003
2024-09-13,4968.61,-1501.06,high_vol,3467.5499999999997
2024-09-16,-6532.89,2518.78,high_vol,-4014.11
2024-09-17,-2396.2,1976.56,high_vol,-419.6399999999999
2024-09-18,-6895.36,2231.49,high_vol,-4663.87
2024-09-19,-4239.1,1826.91,high_vol,-2412.1900000000005
2024-09-20,49.96,-2384.85,high_vol,-2334.89
2024-09-23,-1424.63,1715.8,high_vol,291.16999999999985
2024-09-24,370.63,1461.03,high_vol,1831.6599999999999
2024-09-25,6917.54,-3910.6,high_vol,3006.94
2024-09-26,5660.24,260.89,high_vol,5921.13
2024-09-27,-3145.74,-3325.78,high_vol,-6471.52
2024-09-30,-661.92,2304.13,high_vol,1642.21
2024-10-01,-446.42,3777.89,high_vol,3331.47
2024-10-02,-5079.11,-30.22,high_vol,-5109.33
2024-10-03,-4383.38,909.08,high_vol,-3474.3
2024-10-04,3104.11,-1051.9,high_vol,2052.21
2024-10-07,-9114.75,497.37,high_vol,-8617.38
2024-10-08,1528.58,1010.74,high_vol,2539.3199999999997
2024-10-09,4325.24,-2677.63,high_vol,1647.6099999999997
2024-10-10,2380.76,2981.27,high_vol,5362.030000000001
2024-10-11,-6225.06,799.13,high_vol,-5425.93
2024-10-14,-1764.63,-203.81,high_vol,-1968.44
2024-10-15,1216.87,-1218.07,high_vol,-1.2000000000000455
2024-10-16,-2364.98,85.38,high_vol,-2279.6
2024-10-17,-3805.36,-2714.56,high_vol,-6519.92
2024-10-18,2377.81,-2871.99,high_vol,-494.17999999999984
2024-10-21,2332.09,1156.48,high_vol,3488.57
2024-10-22,-6040.32,-1693.91,high_vol,-7734.23
2024-10-23,4179.38,-2452.91,high_vol,1726.4700000000003
2024-10-24,-1625.41,1155.15,high_vol,-470.26
2024-10-25,2741.87,-628.85,high_vol,2113.02
2024-10-28,-2091.29,3555.92,high_vol,1464.63
2024-10-29,6086.15,2447.15,high_vol,8533.3
2024-10-30,298.61,-2020.66,high_vol,-1722.0500000000002
2024-10-31,-2906.56,1306.29,high_vol,-1600.27
2024-11-01,1464.39,3504.0,high_vol,4968.39
2024-11-04,2276.58,-3757.7,high_vol,-1481.12
2024-11-05,3681.82,-2495.15,high_vol,1186.67
2024-11-06,-1343.9,625.5,high_vol,-718.4000000000001
2024-11-07,6984.84,7774.8,high_vol,14759.64
2024-11-08,2123.53,-457.99,high_vol,1665.5400000000002
2024-11-11,1870.77,2219.14,high_vol,4089.91
2024-11-12,-1122.34,4488.03,high_vol,3365.6899999999996
2024-11-13,805.25,1244.36,high_vol,2049.6099999999997
2024-11-14,2330.73,1053.97,high_vol,3384.7
2024-11-15,2936.29,-1543.13,high_vol,1393.1599999999999
2024-11-18,-1954.06,-2750.39,high_vol,-4704.45
2024-11-19,1538.25,1947.34,high_vol,3485.59
2024-11-20,1602.21,4186.23,high_vol,5788.44
2024-11-21,-19.59,1671.85,high_vol,1652.26
2024-11-22,-3820.95,-967.75,high_vol,-4788.7
2024-11-25,2434.38,2122.76,high_vol,4557.14
2024-11-26,-1028.88,-179.0,high_vol,-1207.88
2024-11-27,-5312.56,-892.57,high_vol,-6205.13
2024-11-28,3116.34,1438.01,high_vol,4554.35
2024-11-29,1752.33,124.43,high_vol,1876.76
2024-12-02,24.72,-1650.8,high_vol,-1626.08
2024-12-03,2445.9,1052.43,high_vol,3498.33
2024-12-04,1722.07,-1315.09,high_vol,406.98
2024-12-05,-7536.7,2742.88,high_vol,-4793.82
2024-12-06,-1675.93,-2156.94,high_vol,-3832.87
2024-12-09,2427.18,-980.03,high_vol,1447.1499999999999
2024-12-10,3709.78,1542.51,high_vol,5252.29
2024-12-11,2392.49,-3414.89,high_vol,-1022.4000000000001
2024-12-12,4241.8,653.13,high_vol,4894.93
2024-12-13,-1292.47,358.47,high_vol,-934.0
2024-12-16,-6216.82,1021.63,high_vol,-5195.19
2024-12-17,-3602.8,-3381.68,high_vol,-6984.48
2024-12-18,-5328.26,2781.72,high_vol,-2546.5400000000004
2024-12-19,-2202.42,3834.32,high_vol,1631.9
2024-12-20,-1875.31,-4268.39,high_vol,-6143.700000000001
2024-12-23,-3907.84,3089.53,high_vol,-818.31
2024-12-24,-545.64,-1370.72,high_vol,-1916.3600000000001
2024-12-25,560.06,1254.46,high_vol,1814.52
2024-12-26,3910.9,3621.25,high_vol,7532.15
2024-12-27,-1259.19,-3315.12,high_vol,-4574.3099999999995
2024-12-30,-1447.13,650.7,high_vol,-796.4300000000001
2024-12-31,-3373.16,-2392.88,high_vol,-5766.04
2025-01-01,1203.26,-121.63,high_vol,1081.63
2025-01-02,114.79,-1896.24,high_vol,-1781.45
2025-01-03,-806.4,-2310.58,high_vol,-3116.98
2025-01-06,3115.69,2588.12,high_vol,5703.8099999999995
2025-01-07,-6461.66,-2323.78,high_vol,-8785.44
2025-01-08,-5237.85,-1625.06,high_vol,-6862.91
2025-01-09,-292.03,-3624.11,high_vol,-3916.1400000000003
2025-01-10,-3226.51,-2509.89,high_vol,-5736.4
2025-01-13,725.44,173.36,high_vol,898.8000000000001
2025-01-14,-2526.08,442.05,high_vol,-2084.0299999999997
2025-01-15,-1913.38,-679.14,high_vol,-2592.52
2025-01-16,5857.08,3351.15,high_vol,9208.23
2025-01-17,-4548.53,2074.33,high_vol,-2474.2
2025-01-20,2839.89,-2870.66,high_vol,-30.769999999999982
2025-01-21,2865.72,3844.83,high_vol,6710.549999999999
2025-01-22,-3928.91,-2293.76,high_vol,-6222.67
2025-01-23,3561.82,678.74,high_vol,4240.56
2025-01-24,1930.17,851.47,high_vol,2781.6400000000003
2025-01-27,1367.44,-3316.18,high_vol,-1948.7399999999998
2025-01-28,3665.61,2923.97,high_vol,6589.58
2025-01-29,-802.87,-108.69,high_vol,-911.56
2025-01-30,-5358.88,1285.64,high_vol,-4073.24
2025-01-31,2002.2,-155.48,high_vol,1846.72
2025-02-03,3935.24,-835.19,high_vol,3100.0499999999997
2025-02-04,1976.12,-2549.16,high_vol,-573.04
2025-02-05,-82.43,-435.89,high_vol,-518.3199999999999
2025-02-06,788.58,-923.82,high_vol,-135.24
2025-02-07,-460.15,2065.12,high_vol,1604.9699999999998
2025-02-10,-1528.67,-4016.44,high_vol,-5545.110000000001
2025-02-11,6123.54,3453.64,high_vol,9577.18
2025-02-12,-4522.92,1724.27,high_vol,-2798.65
2025-02-13,-1760.41,658.72,high_vol,-1101.69
2025-02-14,1029.78,-586.02,high_vol,443.76
2025-02-17,-2743.18,-1726.35,high_vol,-4469.53
2025-02-18,-3206.67,-2079.56,high_vol,-5286.23
2025-02-19,-235.12,-1789.4,high_vol,-2024.52
2025-02-20,2387.18,3718.12,high_vol,6105.299999999999
2025-02-21,-2030.19,598.51,high_vol,-1431.68
2025-02-24,1748.9,1180.01,high_vol,2928.91
2025-02-25,265.84,1856.71,high_vol,2122.55
2025-02-26,1687.87,-3094.16,high_vol,-1406.29
2025-02-27,3042.05,2218.23,high_vol,5260.280000000001
2025-02-28,-2671.5,94.84,high_vol,-2576.66
2025-03-03,2391.65,-523.28,high_vol,1868.3700000000001
2025-03-04,3755.42,5909.68,high_vol,9665.1
2025-03-05,-2750.95,-3452.61,high_vol,-6203.5599999999995
2025-03-06,1063.37,1803.91,high_vol,2867.2799999999997
2025-03-07,-808.03,3633.15,high_vol,2825.12
2025-03-10,-4685.12,1732.3,high_vol,-2952.8199999999997
2025-03-11,-2120.51,4298.44,high_vol,2177.9299999999994
2025-03-12,6973.8,-1916.64,high_vol,5057.16
2025-03-13,-1923.45,2148.97,high_vol,225.51999999999975
2025-03-14,-1354.96,-113.53,high_vol,-1468.49
2025-03-17,88.86,-4799.18,high_vol,-4710.320000000001
2025-03-18,-48.43,-1724.32,high_vol,-1772.75
2025-03-19,-1725.93,3609.08,high_vol,1883.1499999999999
2025-03-20,-4397.77,2033.01,high_vol,-2364.76
2025-03-21,-976.37,-699.4,high_vol,-1675.77
2025-03-24,2766.3,850.13,high_vol,3616.4300000000003
2025-03-25,1997.15,2420.46,high_vol,4417.610000000001
2025-03-26,-1159.58,-1530.59,high_vol,-2690.17
2025-03-27,-3798.03,-2063.53,high_vol,-5861.56
2025-03-28,10321.83,3111.7,high_vol,13433.529999999999
2025-03-31,-4728.76,-3306.14,high_vol,-8034.9
2025-04-01,1686.53,1368.16,high_vol,3054.69
2025-04-02,1921.09,-637.39,high_vol,1283.6999999999998
2025-04-03,-439.09,819.7,high_vol,380.61000000000007
2025-04-04,300.63,-5548.25,high_vol,-5247.62
2025-04-07,-804.3,-2128.52,high_vol,-2932.8199999999997
2025-04-08,613.24,7463.15,high_vol,8076.389999999999
2025-04-09,1286.19,-783.82,high_vol,502.37
2025-04-10,3226.31,1206.72,high_vol,4433.03
2025-04-11,1470.33,1517.13,high_vol,2987.46
2025-04-14,7197.9,-2827.22,high_vol,4370.68
2025-04-15,1657.71,-2315.95,high_vol,-658.2399999999998
2025-04-16,1944.29,-2296.72,high_vol,-352.42999999999984
2025-04-17,-1460.78,-737.72,high_vol,-2198.5
2025-04-18,3415.36,2296.14,high_vol,5711.5
2025-04-21,-4360.01,137.34,high_vol,-4222.67
2025-04-22,-2483.53,-3146.26,high_vol,-5629.790000000001
2025-04-23,-759.56,-771.21,high_vol,-1530.77
2025-04-24,8493.51,1082.4,high_vol,9575.91
2025-04-25,-4821.66,-1411.94,high_vol,-6233.6
2025-04-28,3574.84,5221.11,high_vol,8795.95
2025-04-29,-5550.94,-4699.81,high_vol,-10250.75
2025-04-30,6548.38,974.04,high_vol,7522.42
2025-05-01,-3039.02,1336.57,high_vol,-1702.45
2025-05-02,-9225.12,8.44,high_vol,-9216.68
2025-05-05,1147.37,2310.68,high_vol,3458.0499999999997
2025-05-06,-3548.64,214.22,high_vol,-3334.42
2025-05-07,-3238.99,638.46,high_vol,-2600.5299999999997
2025-05-08,-3133.71,-1020.25,high_vol,-4153.96
2025-05-09,-3485.35,1627.84,high_vol,-1857.51
2025-05-12,3004.58,-586.55,high_vol,2418.0299999999997
2025-05-13,133.83,-3621.48,high_vol,-3487.65
2025-05-14,-1048.87,-125.51,high_vol,-1174.3799999999999
2025-05-15,9172.78,-2779.92,high_vol,6392.860000000001
2025-05-16,5124.62,2492.15,high_vol,7616.77
2025-05-19,982.23,4396.55,high_vol,5378.780000000001
2025-05-20,1302.37,972.9,high_vol,2275.27
2025-05-21,-185.92,3058.92,high_vol,2873.0
2025-05-22,3837.64,-1564.19,high_vol,2273.45
2025-05-23,-4617.37,-507.45,high_vol,-5124.82
2025-05-26,-2800.13,-158.81,high_vol,-2958.94
2025-05-27,4331.03,-1143.25,high_vol,3187.7799999999997
2025-05-28,-149.88,145.06,high_vol,-4.819999999999993
2025-05-29,2969.51,-5617.22,high_vol,-2647.71
2025-05-30,-2123.45,528.21,high_vol,-1595.2399999999998
2025-06-02,4200.28,-1229.76,high_vol,2970.5199999999995
2025-06-03,-6567.93,1549.28,high_vol,-5018.650000000001
2025-06-04,-2223.77,-2974.17,high_vol,-5197.9400000000005
2025-06-05,-2185.21,-461.31,high_vol,-2646.52
2025-06-06,-2116.61,-5513.92,high_vol,-7630.530000000001
2025-06-09,3139.73,3187.19,high_vol,6326.92
2025-06-10,2280.33,-2844.21,high_vol,-563.8800000000001
2025-06-11,-705.22,-16.3,high_vol,-721.52
2025-06-12,2095.78,1670.85,high_vol,3766.63
2025-06-13,-2569.61,204.99,high_vol,-2364.62
2025-06-16,1600.48,3639.56,high_vol,5240.04
2025-06-17,2465.77,1972.64,high_vol,4438.41
2025-06-18,293.39,3526.15,high_vol,3819.54
2025-06-19,1434.17,-2152.72,high_vol,-718.5499999999997
2025-06-20,4911.79,1744.76,high_vol,6656.55
2025-06-23,-1550.65,-1198.73,high_vol,-2749.38
2025-06-24,1038.01,1157.96,high_vol,2195.9700000000003
2025-06-25,690.52,778.27,high_vol,1468.79
2025-06-26,5949.85,2678.86,high_vol,8628.710000000001
2025-06-27,667.22,2353.28,high_vol,3020.5
2025-06-30,-3613.83,994.82,high_vol,-2619.0099999999998
2025-07-01,6332.57,-545.11,high_vol,5787.46
2025-07-02,-2966.72,-1630.22,high_vol,-4596.94
2025-07-03,-3813.72,-1961.9,high_vol,-5775.62
2025-07-04,-1296.78,-3513.92,high_vol,-4810.7
2025-07-07,54.66,2255.69,high_vol,2310.35
2025-07-08,-3177.15,3798.21,high_vol,621.06
2025-07-09,1787.77,2576.45,high_vol,4364.219999999999
2025-07-10,-2302.42,2136.31,high_vol,-166.11000000000013
2025-07-11,-3821.77,2225.62,high_vol,-1596.15
2025-07-14,601.44,1383.13,high_vol,1984.5700000000002
2025-07-15,-4114.58,-2237.67,high_vol,-6352.25
2025-07-16,2090.3,-2370.87,high_vol,-280.5699999999997
2025-07-17,1621.22,-3417.84,high_vol,-1796.6200000000001
2025-07-18,2968.61,-3081.31,high_vol,-112.69999999999982
2025-07-21,1933.05,1564.08,high_vol,3497.13
2025-07-22,-2438.7,1455.07,high_vol,-983.6299999999999
2025-07-23,911.55,-1347.1,high_vol,-435.54999999999995
2025-07-24,-3529.94,-4906.56,high_vol,-8436.5
2025-07-25,1223.78,-3912.01,high_vol,-2688.2300000000005
2025-07-28,333.7,-658.62,high_vol,-324.92
2025-07-29,2377.0,-755.11,high_vol,1621.8899999999999
2025-07-30,-1153.07,1829.68,high_vol,676.6100000000001
2025-07-31,1172.7,790.39,high_vol,1963.0900000000001
2025-08-01,1642.44,-3838.93,high_vol,-2196.49
2025-08-04,2648.76,1531.17,high_vol,4179.93
2025-08-05,-3558.39,-610.2,high_vol,-4168.59
2025-08-06,-137.58,-336.24,high_vol,-473.82000000000005
2025-08-07,1168.51,3578.42,high_vol,4746.93
2025-08-08,3786.18,-3280.55,high_vol,505.62999999999965
2025-08-11,2177.24,3322.33,high_vol,5499.57
2025-08-12,1353.83,2727.45,high_vol,4081.2799999999997
2025-08-13,7042.95,2559.27,high_vol,9602.22
2025-08-14,872.58,2612.72,high_vol,3485.2999999999997
2025-08-15,507.11,59.76,high_vol,566.87
2025-08-18,-1229.95,3908.53,high_vol,2678.58
2025-08-19,-2864.5,3830.92,high_vol,966.4200000000001
2025-08-20,1749.52,-3498.27,high_vol,-1748.75
2025-08-21,1286.77,-5250.07,high_vol,-3963.2999999999997
2025-08-22,2189.28,2213.08,high_vol,4402.360000000001
2025-08-25,-2073.25,308.87,high_vol,-1764.38
2025-08-26,6839.55,-1264.37,high_vol,5575.18
2025-08-27,-3706.18,3704.16,high_vol,-2.019999999999982
2025-08-28,6869.06,9.24,high_vol,6878.3
2025-08-29,3540.12,3353.69,high_vol,6893.8099999999995
2025-09-01,-2598.69,-1213.26,high_vol,-3811.95
2025-09-02,4308.06,4212.54,high_vol,8520.6
2025-09-03,1970.08,-2199.54,high_vol,-229.46000000000004
2025-09-04,6954.71,-1327.43,high_vol,5627.28
2025-09-05,-1172.98,855.84,high_vol,-317.14
2025-09-08,5439.56,2134.94,high_vol,7574.5
2025-09-09,1452.03,1158.22,high_vol,2610.25
